UID,의견_2020,의견_2021,의견_2022,의견_2023,의견_2024
4224051,[하반기] 업무내용을 파악하는데 매우 짧은 기간이기는 하나/ 자금부의 경우 숫자를 만지는 부서의 특성상 자료 작성후 자가체크를 통해서 정확성을 제고시켜야 합니다.,[상반기] 아직 경험과 지식에서 꾸준한 노력을 기울여 정진할 수 있길 기대합니다. 후임의 위치에서 지식과 경험을 늘여 보다 능동적으로 매사에 임할 수 있길 바랍니다.  [하반기] 후배사원의 위치에서 아직 적극적인 의견을 개진하기에는 시간이 다소 필요할 것으로 사료됩니다. 조직내 잘 융화되고 있으며/ 차근차근히 업무가 정진되어가면 충분히 보완되어갈 것으로 기대합니다. ,[상반기] 경험과 숙련도가 늘수록 업무에 대한 시야가 넓어질 것으로 기대하나/ 현재는 다소 아쉬움이 있습니다.순간순간 업무 부하에 피로감을 느낄 수 있으나 그 또한 구성원으로서의 본인의 성장의 과정으로 잘 버텨주시길 기대합니다.  [하반기] 자금팀의 막내직원이라서 주도적인 업무참여 기회가 일부 부족한 부분이 있었으나/ 현재 자금팀의 모든직원들이 업무순환을 하면서 경험을 공유하고 확대하고 있기때문에 충분히 보완이 되고 있음.,[상반기] 아직 다양한 조달 경험이 부족하여/ 사소한 실수가 발생되고 있으나 이는 다양한 경험을 통하여 개선될 것이라 보여 집니다.현재 업무와 관련된 외부교육을 받는다면 이론과 실무를 겸비하여 한층 더 업그레이드 될 것으로 생각 됩니다. [하반기] 아직 다양한 조달 경험이 부족하여/ 사소한 실수가 발생되고 있으나 이는 다양한 경험을 통하여 개선될 것이라 보여 집니다.현재 업무와 관련된 외부교육을 받는다면 이론과 실무를 겸비하여 한층 더 업그레이드 될 것으로 생각 됩니다.,[상반기] 사소한 실수가 발생되고 있으나 이는 다양한 경험을 통하여 개선될 것이라 보여 지며/건강관리에 대한 주의가 필요 합니다.업무외에도 대외 상황에 대한 관심과 관련 업무에 대한 지식을 습득하려 노력한다면 한층 더 발전되리라 기대 됩니다. [하반기] 자금부에서 많은 업무를 담당하고 있어서 사소한 실수가 발견되는 것에 대한 주의가 필요합니다.차후 업무 배분을 통하여 맡고 있는 업무가 공유 된다면 관련 실수는 없을거라 예상 됩니다.업무외에도 대외 상황에 대한 관심과 관련 업무에 대한 지식을 습득하려 한다면 한층 더 발전되리라 기대 됩니다. 
8624051,[하반기] ◇ 감정통제 미흡 - 고객이 감정적으로 대응하는 등 좋지 않은 상황에 닥쳤을때/ 이성적 판단보다는 감정적으로 응대하는 경우가 간혹 있었으나 피드백을 통해 많이 개선되었습니다.,[상반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 여신업무 규정 및 내용에 대해 숙지하여야 할 것입니다. [하반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 여신업무 규정 및 내용에 대해 숙지하여야 할 것입니다.,[상반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 여신업무 규정 및 내용에 대해 숙지하여야 할 것입니다. [하반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 동종업계 직원들과 유대관계 형성에도 신경써야 합니다.,[상반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 동종업계 직원들과 유대관계 형성에도 신경써야 합니다. [하반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 동종업계 직원들과 유대관계 형성에도 신경써야 합니다.,[상반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 동종업계 직원들과 유대관계 형성에도 신경써야 합니다. [하반기] 여신의 다양한 경험이 다소 부족합니다만 이 부분은 향후 본인의 노력 여하에 따라 많은 발전이 있으리라 사료되어집니다. 동종업계 직원들과 유대관계 형성에도 신경써야 합니다.
7034051,[하반기] 실적을 잘 이끌어 오다 마지막 순간에 무너지는 모습도 보이고 결정적인 순간에 뒷심 발휘가 부족함.자기개발 관련해서 신용관리사 자격증 취득이 필요함.,[상반기] 타사 제휴는 회사 내부와도 많은 협업이 중요한 부서로써 업무를 배우려는 의지만큼 사람관계에서도 적극적으로 임한다면 지금보다 더 빠르게 적응할수 있을꺼라 판단 됨 [하반기] 현재 업무외에도 다른 업무에 관심을 가지고 본인의 역략을 키워 나가는데 주저하지 않았으면 함. 그렇게 적극적으로 노력한다면 지금보다 훨씬 좋을 모습을 기대하고 있음,[상반기] - 정확한 업무처리도 중요하지만 빠른 의사결정 및 처리로 업무완결 시간을 단축하였으면 함- 본인업무 외 다른 팀원들의 업무도 관심을 가지고 업무처리 영역을 확장하길 바람 [하반기] - 조직변경에 따라 새로운 업무가 증가하게 되었지만 항상 잘 해왔던 것처럼 꾸준히/ 정확하게 처리 해주기 바랍니다. - 긍정적인 사고와 두려움 없음 자세로 업무에 임하면 더 좋은 결과가 있을 것임,[상반기] - 담당 업무에 있어 안정화가 되었으므로 좀 더 빠른 업무처리가 될 수 있도록 노력해 주기 바랍니다.- 본인의 업무가 힘에 부칠때  나눠서 처리할 수 있도록 공유하여 분배하기 바랍니다. [하반기] 그래도 업무가 누적이 되면 스트레스를 안 받을 수는 없지만 스트레스를 잘 해결하려고 노력 하고 있으나/ 스트레스가 표출되어 동료들에게 불편함을 주지 않도록 컨트롤 해주기 바랍니다. 동료들과 술한잔 기울이며 풀어버리고 일에 있어서 좋은 결과로 반영 될 수 있도록 해주기 바랍니다. ,[상반기] 지점 및 현장의 요청사항에 대하여 빠른 응대를 할 수있도록 의사결정과 보고등을 완료후 뿐만 아니라 중간중간 이라도 수시로 해 주기 바랍니다. 단순업무는 팀원들과 나줘서 할 수 있도록 하고 혼자 짐을 지고 가지 말기 바랍니다. 
1424051,[하반기] 원팀을 만들기 위한 고민/ 행동/ 변화에 도전하고 동료 후배들의 귀감이 될 수 있도록 실천해 주기 바람맡은 소임에 대하여 그 목적을 이해하고 업무를 수행할 수 있는 능력을 배양하는 등  프로패셔널이 될 수 있도록 지속적으로 자기개발에 도전해주기 바람,[상반기] 원팀을 만들기 위한 고민/ 행동/ 변화에 도전하고 동료 후배들의 귀감이 될 수 있도록 실천해 주기 바람맡은 소임에 대하여 그 목적을 이해하고 업무를 수행할 수 있는 능력을 배양하는 등  프로패셔널이 될 수 있도록 지속적으로 자기개발에 도전해주기 바람 [하반기] 현재는 출산/ 육아준비로 인해 주어진 업무 외에 의욕적으로 배우고 역할을 수행하는 데 한계점이 분명한 만큼/ 육아휴직 복직 시 본인의 커리어플랜을 구체적으로 세워 보는 시간이 필요할 것으로 판단됨,,[하반기] 2024년 지점 모기지대출 활성화에 대비하여 차질없이 업무진행할수 있도록 사전준비 부탁드리며/ 부서내 타 업무 진행사항에 대해서도 많은 관심 부탁드립니다/,[상반기] MP/ MP팀장 관련 급여지급등 누수없이 업무진행을 부탁드리며/ 여신관련 자기개발을 통한 일정수준 유지/ 부서내 타 업무에도 많은 관심 부탁드립니다. 
3234051,[하반기] - 다만/ 반대 의견 개진시 구체적인 논리/ 사례/ 대안을 함께 제시하는 방법이 다소 미흡한 편이나/  주기적으로 미비점 보완 후 자발적으로 노력을 경주한다면 개선될 여지 있으며 의지 및 역량 갖추고 있다고 판단됨.,[상반기] - 다만/ 반대 의견 개진시 구체적인 논리/ 사례/ 대안을 함께 제시하는 방법이 다소 미흡한 편이나/  주기적으로 미비점 보완 후 자발적으로 노력을 경주한다면 개선될 여지 있으며 의지 및 역량 갖추고 있다고 판단됨. [하반기] 심사역으로 이론교육 및 각 상품별 실무상 다양한 경험을 통해 리스크분석능력 향상등 심사 전문성 강화한다면 더 좋은 심사역이 될것이라고 생각합니다.,[상반기] 모든 업무에 최선을 다하고 시간을 투자하고 있는 바 / 업무의 난이도 및 중요도에 따라 노력에 편차를 두어 업무의 효율성을 제고할 필요가 있습니다. [하반기] 모든 업무에 최선을 다하고 시간을 투자하고 있는 바 / 업무의 난이도 및 중요도에 따라 노력에 편차를 두어 업무의 효율성을 제고할 필요가 있습니다.,[상반기] 여신심사검토와 심사기획업무를 모두 진행함에 따라 야근이 잦은바/ 업무의 난이도 및 중요도에 따라 시간투자에 편차를 두어 업무 효율성을 제고하시기 바랍니다. [하반기] - 영업점 실무 경험에 따른 여신업무 노하우를 동료 심사역들과 적극적으로 공유 부탁드립니다.- 예비 심사역 및 주니어 심사역의 성장과 육성에 관심 부탁드립니다.,[상반기] - 영업점 RA 실무 경험을 통해 보유하고 있는 여신업무 노하우를 동료 심사역들에게 적극적으로 공유 부탁드립니다.- 예비 심사역 및 주니어 심사역의 성장과 육성에 관심과 도움 부탁드립니다. [하반기] - 영업점 실무 경험에 따른 여신업무 노하우를 동료 심사역들과 적극적으로 공유 부탁드립니다.- 예비 심사역 및 주니어 심사역의 성장과 육성에 관심 부탁드립니다.
2724051,[하반기] 차분한 모습이 다소 소극적으로 보여질 수 있음. 조금 더 능동적인 모습이 필요해 보임.본인 담당업무 외에 더 많은 분야에서 지점에 기여할 수 있는 모습이 필요함.,[상반기] 여신관련 업무담당을 위한 지속적인 준비가 필요하고 꾸준한 자기개발이 필요함.향후 업무역량 및 역할 확대에 대한 면에서 많은 고민이 필요해 보임. [하반기] 보다 다양한 업무영역의 확장을 위한 지속적인 노력이 필요하고/자신감 있는 모습으로 구성원들과 적극 소통하고 항상 도전하는 자세가 필요하다 판단됨.,[상반기] 보완점은 아니지만 과도한 수신업무로 인한 OP업무공백 주의/ 당분간 수신과 OP업무의 적절한 균형 유지나는 새로운 핵심가치인 원팀선언문을 이해하고/ 사고와 행동의 최우선기준으로 삼고자 한다.나는 조직의 성공은 마치 자신의 성공처럼 기뻐하고/ 실패했을 경우에는 그에 대한 책임감을 느낀다. 나는 내가 맡은 분야에서 최고 전문가가 되기 위해 적극적으로 새로운 지식 및 기술을 학습한다.나는 나의 행동이 회사의 행동이라고 여기고/ 회사를 대표하는 마음으로 업무를 수행한다.나는 목표를 만들기 위한 과정에서는 지위고하에 관계없이 나의 생각과 의견을 적극적으로 개진한다.나는 수시로 시장 동향을 파악하는 등 “혁신적인 아이디어”와 “문제 해결”에 필요한 정보를 주도적으로 찾는다. [하반기] 여신 관리에 대한 중요도가 높아지고 있기에 지금보다 더 관련 직무역량 강화를 위한 끊임없는 노력이 필요.                                                                                        ,[상반기] 여신 관리에 대한 중요도가 높아지고 있기에 지금보다 더 관련 직무역량 강화를 위한 끊임없는 노력이 필요.                                                                                                                                                                               [하반기]  업무중 본인의 의견개진에 미숙한 부분이 있으나/ 적극적으로 노력중임.업무내용과 정보을 적극적으로 파악하여/ 적극적인 의견개진하는노력도 필요해 보임.,[상반기] 최고의 전문가가 되기 위하여 지속적인 자기개발/ 새로운지식를 학습하고 업무 메뉴얼/ 업무규정등을 숙지하고 수시로 시장동햘을 파악하여 업무에 활용하고 적용하는것이  필요함. [하반기] 주기적으로 업무 경과을 점검하고 수시로 자발적으로 경과 보고가 필요하며 더 많은 역량을 발휘하기 위하여 업무와 관련된 자격증 취득 자기개발에 투자가 필요함.
1324051,[하반기] 다만 아직까지 대리의 직급이기에 본인이 해야 할 일에 대해 일부 놓치는 부분이 있으며/ 본인 위주보다는 팀 단위로 움직여서 일을 하는 것에 좀 더 주안점을 두기를 바람.,[상반기] 일 하나하나에 너무 매몰되지 말고 전체를 볼 수 있는 시각을 좀 더 키워내신다면 더 훌륭한 직원으로 성장할수 있을것으로 판단됩니다. 앞으로 더욱 기대하겠습니다. [하반기] 심사역 업무의 특성상 영업점과 의사소통함에 있어 마찰이 생길 수 있는 바 / 마찰이 발생할 경우 좀더 합리적인 방안[ex. 상급자 위탁 (등)]을 모색하면 좋을 것 같습니다. ,[상반기] 열정적인 업무수행으로 인하여 업무량이 많아지는 경우에는 심적으로 다소 지친 모습을 보일 때가 있습니다. 업무에도 경중을 두어 효율성을 제고하는 것이 필요합니다.  [하반기] 항상 100%의 열정과 100%의 노력을 들여 주어진 업무을 수행하려고 합니다. 다만/ 업무 파트너의 열정 및 노력이 부족하다 느끼면 스스로에게 Stress가 돌아오는 경우가 있으니 열정과 노력을 안분해서 사용하면 더욱 좋을것 같습니다.  ,[상반기] 열정적인 업무수행으로 인해 업무량이 과다할 경우 다소 심신이 지칠 수 있습니다. 업무의 경중을 두어 효과적인 업무배분에 대한 필요성이 제고됩니다. [하반기] 심사역으로서 전문성을 갖추기 위한 추가적인 자격증 취득을 준비하면 더욱더 전문 심사역으로서 성장할 수 있을것으로 사료되며/ 심사업무를 더 즐기면서 업무에 임하기를 바람.,[상반기] 현재도 직급대비 뛰어난 역략을 발휘하고 있으나/ 심사역으로서 전문성을 갖추기 위한 추가적인 자격증 취득을 준비한다면 더욱더 전문 심사역으로서 성장할 수 있을것으로 사료됨.
6034051,[하반기] 본인의 업무가 곧 팀 전체의 업무성과라는 책임감을 가지고 조금더 성과를 향상시키고 더 나은 결과물을 도출하기 위한 방안을 지속적으로 강구하고 이루려고 노력해야함. 조금더 나은 결과를 위하여 새로운 지식과 기술을 학습하는 것이 필요함,[상반기] 너무나 진중한 성격으로 인해 의사결정이 늦어지는 경향이 간혹 있습니다. 상황에 따라 빠르게 대처하고 능동적으로 행동하는 부분이 보완되었으면 합니다. [하반기] 무슨 일이든 누구보다 잘 해낼 수 있다라는 자신감을 좀더 가졌으면 합니다. 이러한 자신감을 바탕으로VIP와 더 많은 소통의 계기가 되었으면 합니다. ,[상반기] 남에 대한 배려심이 너무 많아서 본인 건강이나 가족들에게 상대적으로 신경을 쓰지 못하는 경우를 많이 봅니다. 건강관리 및 가족들과도 많은 부분 관심을 가졌으면 합니다. [하반기] 심사관련 업무 경력이 짧아 전반적인 심사업무 역량이 다소 낮은바/ 여신심사 관련 자격증(신용분석사/ 여신심사분석사 등)의 취득 필요하고 좀 더 적극적이면서 주도적으로 다양한 딜을 분석하여 심사역량 강화에 노력할 필요 있음.,[상반기] 조직내 구성원으로서 매우 성실한 직원이지만 향후 심사역으로서의 업무를 수행해야 하는바/ 빠른 시일내 여신심사분석사 등을 취득하여 심사역으로서 심사역량 강화 필요함. [하반기] 스스로 프로패셔널이 되기 위한 노력이 필요함.목표를 만들기 위한 과정에서 적극적인 의견개진이 필요함익숙한 업무 방식이외에 더 새롭고 효율적인 방법을 모색하고 과감한 실행이 요청됨,[하반기] - 다양한 업종의 전반적인 심사능력과 Loan Design 실력 배양이 요구됨.- 영업팀과의 소통에 보다 적극적인 자세 요구됨.- 리스크관리본부의 모든 업무에 적극적으로 협업
5134051,[하반기] 타인의 생각을 다름을 이해하는 것보다는 틀림이라고 생각하는 부분에 대해서 좀더 넓은 생각으로 다가가는 노력이 필요기존 자격증을 보유 하고 있으나 / 앞으로도 추가적인 자격증 취득에 대해서도  많이 보다는 꾸준히 도전해보는 관심 필요,[상반기] 구성원들과의 협업 및 원활한 커뮤니케이션을 진행하여 주었으나 조직의 목표달성을 위한 보다 적극적인 모습이 보완된다면 새로운 조직에서도 우수한 구성원이 될 수 있을꺼라 자신합니다. [하반기] 매사 업무에 대해 신중하게 접근하고/ 내가 중요한 업무를 하고 있다는 긴장감이 좀 필요 해 보입니다. 또한 본인이 가지고 있는 의견을 지금 보다 더 적극적으로 개진할 필요가 있다고 봅니다.,[상반기] 업무를 추진함에 있어 기존의 익숙한 업무 방식만을 고집하지 말고 보다 새롭고 효율적인 방법을 찾아 과감하게 실행하기 바람 본인의 의견 개진시 보다 구체적인 논리/ 근거/ 대안을 함께 고려하여 제시하기 바람  [하반기] 해당 업무 수행기간이 그다지 길지않아 깊이 있는 분석업무 도출은 다소 부족함업무 발전 속도가 빠르므로 업무기간 경과시 상당한 발전이 기대됨결과 도출시 좀더 적극적인 본인 의견 개진이 필요한 시기임,[상반기] 새로운 업무에 대해 약간의 조심성이 보입니다. 경험이 없는 업무 일지라고 하나하나 해 가다보면 전문가가 되는 것입니다. 과거 해 보지 않았다고 해서 시작부터 걱정해 가면 할 필요는 없습니다. 과감하게 도전하여 성취할때 더 기쁨이 클 것입니다. [하반기]  - Data 분석에 대한 여러가지 경험이 필요하며/ CSS 모형 전반에 대한 지식이 부족하다. - 정기적이고 일반적인 업무 외에 전문적인 업무 수행이 필요하다.,[상반기] 신용관리부 외 본사 경험이 없어 그룹 內 다양한 주요업무를 수행하거나 협업하는데 배움이 필요함타 주요부서 업무를 적극적으로 배우고 활용하려는 의지만 있다면 빠른 역량 강화 기대됨 [하반기] 엑셀을 활용한 숫자 위주의 보고는 능하나 PPT 작성 및 도식화 부분은 미흡한 부분이 있음직급이 높아질 수록 PPT 작성 부분이 중요해지므로 미리 PPT 보고서 작성 역량을 키워 줬으면 함
7424051,[하반기] 업무시 보다 더 책임감을 갖고/ 리스크적인 측면에서 효율적인 방법에 대해 모색 하고/ 집중력 있게 처리해주길 바라며/업무시간 내 특이사항 발생시/ 본인 스스로 판단하지말고/ 상급자에게 즉시 경과를 보고해 주길 바랍니다.또한 자신의 생각과 차이에 대해 상대방 견해를 이해하고/ 경청하는 자세를 갖는다면 보다 더 좋은 모습이 기대됩니다.  ,[상반기] 본사업무에 아직까지는 부족한 부분이 있으나 앞으로 경험을 통해서 충분히 해결될 수 있는 부분으로 보여짐/ 다만 부서간의 협업 업무 등 아직까지진행해보지 못한 업무에 대해서는 지원을 통하여 단계적으로 업무를 수행할 수 있도록 할 예정임. [하반기] 간혹 기본적인 부분에서 실수가 보여짐. 아직까지는 분석 업무가 대부분이라 부서간의 협업이나 분석업무 이외에 업무에 대하여단계적으로 진행할 수 있도록 케어가 필요하며 업무에 집중도가 떨어지는부분에 대한 주의가 필요함,[상반기] 업무 진행 시 스스로 고민하고 분석해보는 부분이 더 필요함. 실수를 최소화 할 수 있도록 신중한 모습도 부족해 보임.우려할 수준으로 실수가 많지는 않으나 이부분에 대해서 단계적으로 보완해 나갈 필요가 있음. [하반기] 보고서 작성 및 프로세스 개선 분야에 대한 아직 경험이 부족함/ 업무 부여를 통해 경험을 쌓아 간다면 좋은 성과를 보여줄 수 있는 충분한 역량이 있다고 보며디테일함에 있어서 좀더 노력해야할 부분이 있어 좀더 꼼꼼하게 업무수행할 필요가 있음,[상반기]  업무 및 회사 내부 생활에 대한 스스로의 고민이 아직은 조금 부족해 보이는 부분이 일부 보인다고 생각됩니다.이전보다 많이 개선되었다고 생각되나 앞으로도 계속 노력해서 개선해 나가야 할 사항이라고 판단되며 충분히 좋아질 수 있는 역량을 가지고 있다고 생각합니다. [하반기] 실수가 좀 있으나 업무량 고려 시 발생할 수 있는 수준임단 한번 더 확인하는 습관을 가질 필요가 있으며 업무를 진행하는 중간에 미리 관리자와 논의하는 시간을 갖는다면 더욱 좋은 결과가 기대됨,[상반기] 보고서 작성 경험이 많지 않아 스토리 라인을 잡거나 문서를 보기 좋게 꾸미는데 미흡한 부분이 있음문서 작성에 대한 개선 노력만 더해지더라도 더욱 많은 인정을 받을 수 있을 것으로 기대됨  [하반기] 아직 PPT를 통해서 보고서를 작성하는 업무를 처음부터 끝까지 수행해 본 적이 없음상위 직급으로 갈수록 PPT 작성 역량이 필요하므로 미리 역량을 키워주었으면 함
2434051,[하반기] 조화롭고 효율적인 조직생활과 업무처리를 위한 의견과 이견을 생각으로 그치지 말고 자신감을 가지고  제시해주고/ 특히 필요한 부분에 대한 의견 제시가 많았으면 함. ,[상반기] 조화롭고   효율적인   조직생활과   업무처리를   위해   전담업무외   내부   전체  업무의   유기적인   흐름과   관계에  보다 더   관심을   가져주길 바람.   [하반기] 조화롭고   효율적인   조직생활과   업무처리를   위해   전담업무외   내부   전체  업무의   유기적인   흐름과   관계에  보다 더   관심을   가져주길 바람.  ,[상반기] 업무진행시 발생하는 문제해결을 위한 다양한 업무경험과 내점고객 대상 서비스향상을 위해 힘써 주기 바라며/ 맡은 분야에서 전문가가 되기 위한 업무관련 자격증 취득 등 지속적인 자기계발 노력을 요함. [하반기] 수신 유동성확보를 위한 만기고객 재예치 유도 및 민원최소화를 위한 CS향상에 좀더 관심을 가지고 고객응대에 최선의 노력을 요함.담당업무 관련 업무역량 향상을 위한 지속적인 자기계발 노력을 요함.,[상반기] 내점고객 대상 서비스향상을 위한 지속적인 노력과/ 맡은 분야에서 전문가가 되기 위해 부족한 부분에 대한 학습과 업무관련 자격증 취득 등 지속적인 자기계발 노력을 요함. [하반기] 내점고객 대상 서비스향상을 위한 지속적인 노력과/ 맡은 분야에서 전문가가 되기 위한 부족한 부분에 대한 학습과 업무관련 자격증 취득 등 지속적인 자기계발 노력을 요함.,
2134051,[하반기] 아직 많은 여신 경험이 없어 기업여신에 대한 이해도가 조금 떨어집니다. 좀더 많은 경험이 필요할것으로 보여집니다.메뉴얼 여신업무 외 기업여신에 대해서도 많은 관심이 필요로 보여집니다.,[상반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 지식 부족이 있습니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다. [하반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 지식 부족이 있습니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다.,[상반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 지식 부족이 있습니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다. [하반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 업무지식이 부족합니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다.,[상반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 업무지식이 부족합니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다. [하반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 업무지식이 부족합니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다.,[상반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 업무지식이 부족합니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다. [하반기] 여신업무의 다양한 경험 부족과 그로 인한 다소 업무지식이 부족합니다. 이는 본인의 노력이 필요로 할 것이며/ 업무에 있어 우선순위를 정하여 업무에 임해야 할것입니다.
8424051,[하반기] 전문가가 되기 위한 자기개발에 대한 노력이 필요하고좀더 자발적이고 적극적인 의사표현이 필요하며 이를통한 업무 개선등의 노력을 할 필요가 있음,[상반기] 맡은분야에서 건문가가 되기위한 지식 및 기술 학습에는 적극적이지 않음목표를 만들기 위한 참여도가 떨어지고 익숙한 업무 방식 외에 효율적인 방법 모습에는 소극적임 [하반기] 전문가가 되기 위한 자기개발이 요구되고 있으며 업무의 효율성이나 업무개선을 위해 자신의 의견을 개진할수 있도록 노력해야함목표 달성에 대한 참여도가 많이 향상되었으나 기대에는 못미치는 경향이 있어 앞으로 좀더 노력이 필요함                                                          ,[상반기] 전문가가 되기 위한 자기개발이 요구되고 있으며 업무의 효율성이나 업무개선을 위해 자신의 의견을 개진할수 있도록 노력해야함목표 달성에 대한 참여도가 많이 향상되었으나 기대에는 못미치는 경향이 있어 앞으로 좀더 노력이 필요함                                                           [하반기] 모기지기획팀에서 항상 누구보다 최선을 다하는 직원입니다. 가장 늦게 모기지기획팀에 합류했지만/ 업무를 진행함에 있어 배우고자 노력하고 있으며모르거나 궁금사항이 있으면 항상 질문하고 배우고자 하는 모습이 있습니다. ,[상반기] 사혁진대리는 주어진 업무에 책임을 다하는 직원입니다. 동료들과의 관계도 좋으며항상 최선을 다하고 있습니다. 그리고/ 소속된 부서에 대한 믿음을 조금더 가졌으면 합니다.  [하반기] 심사기획팀의 업무가 점차 다양해 지고/ 범위 또한 넓어지고 있습니다. 지금 하고 있는 업무에서 점차 업무의 범위를 넓혀가고/ 점문성을 함양을 한다면 더 나은 결과가 있을 것입니다. ,[상반기] 하반기에는/ 제휴 뿐만이 아니라. 가계 대출도 큰 폭으로 증가 될 예정입니다. 점차 업무영역을 확대 하여  주시기 바라며/ 업무 추진시에 자신감을 가지고적극적으로 추진하여 주시기 바랍니다.   [하반기] 사혁진대리는 주어진 지시사항에 대해 항상 충실히 수행하고 있으며/ 바쁜 업무중에도틈틈히 진행할 업무에 대해 능동적으로 수행할수 있으면 더 좋은 직원으로 거듭날수 있을듯 합니다. 
0034051,[하반기] 목표 달성이나 성공에 안주하지 않고/ 더 높은 성장을 위해 적극적인 자세로 새로운 지식 및 기술을 학습하여 업무 스펙트럼을 넓힐 필요가 있을 것으로 판단됨.,[상반기] 실수와 부족함을 인정하는 것도 용기다. 항상 완벽할 수 없음을 스스로 인정할 때 비로소 더욱 견고한 성장을 이루어 낼 것이다. 사회에서 이루어 낼 더 큰 목표를 설정하고 나아가야 한다. [하반기] 충분한 능력을 가지고 있는 만큼 관리자/ 책임자를 목표로 삼아 회사 미래 성장의 주역이 되길 주문합니다. 지금보다 더 욕심을 내어 부서 내 다양한 업무 영역에 적극적으로 도전해주길 바랍니다.  ,[상반기] 수신 관리 업무의 전반을 단계적으로 습득하고 있는 과정에 있으며 이를 수행함에 있어 통찰과 분석이 조화를 이루게 된다면 뛰어난 수신 담당자로 성장하게 될 것으로 기대하고 있습니다. 아울러 성장의 과정에서 부딪히는 혹은 부닺히게 될 대내외 혹은 자신 스스로의 한계들을 보다 긍정적인 마음으로 이겨 내고 버텨주길 바랍니다. [하반기] 내가 맡은 분야에서 최고 전문가가 되기 위해 적극적으로 새로운 지식 및 기술을 학습한다.성공에 대한 신념을 바탕으로 어렵고 힘든 과제에 대해서도 집요하게 추진하고 책임을 다하여 성과를 이루어내고야 만다.,[상반기] 나의 업무뿐만 아니라 회사 조지기 팀으 ㅣ업무진행상황과 성과에 항상 관심을 기울인다나는 반대의견을 표현할때에는 구체적인 논리 근거 대안을 함께 제시하고 결론을 도출한다,[하반기] - 수신업무를 전반적으로 알고있고 사고의 폭도 넓은편이고 기획력도 갖추고 있습니다. 사고의 깊이만 좀더 늘려 나간다면 더욱 발전할 수 있으리라 판단합니다
